id,name,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,house_rules,license
1128365,"Nice, clean, safe, convenient 3BR",41153188173,unconfirmed,Fowler,Queens,Ridgewood,40.70411,-73.89934,United States,US,TRUE,strict,Entire home/apt,2020,0.0,0.0,14,1,2022-04-03,0.01,5,5,80,"-Remove shoes -be sure to lock the front door when entering or leaving the house -be reasonably quiet during sleeping hours - clean up after yourself in common areas like kitchen and bathroom -Good communication is key - There may be other guests staying and you will be sharing the bathroom with the host and one other guest. Please tell me a little bit about yourself and your purpose for the trip. Are you traveling for work, visiting friends in this area, or a tourist on vacation? This is a friendly household, reasonably quiet. -We expect guests to be reasonably quiet coming in and out before (9AM and after 10PM.  -No smoking -No pets - For safety reasons please do not invite other people to our place.  -Ask if you need anything, I will be providing you with towels, shampoo, conditioner, body wash, lotion, hair dryer. Self serve breakfast items will be provided as well, Coffee, tea, milk, half and half, yogurt, english muffins, with jam and butter, fresh fruits, instant oatmeal, and ce",N/A
1128917,Franklin St Flat in Trendy Greenpoint Brooklyn,25015494698,unconfirmed,Payne,Brooklyn,Greenpoint,40.73401,-73.95967,United States,US,TRUE,flexible,Entire home/apt,2018,0.0,0.0,2,69,2019-05-19,0.67,5,1,146,"No shoes in the house please - helps clean the house clean from dirt and germs. We don't charge a cleaning fee, so please leave the house in good shape.  Thank You!",N/A
1129470,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",14920488865,unconfirmed,Adams,Manhattan,Chinatown,40.71756,-73.99503,United States,US,FALSE,flexible,Entire home/apt,2016,0.0,0.0,4,18,2019-07-01,0.18,5,2,365,No smoking inside or outside.  Please no food in the bedroom and keep the bedroom and bathroom neat.  Clean up after you are finished in the kitchen.,N/A
1130022,N/A,969495230,unconfirmed,Morrison,Manhattan,Midtown,40.7589,-73.96991,United States,US,TRUE,flexible,Entire home/apt,2003,0.0,0.0,30,82,2016-01-05,0.78,1,1,329,"No smoking, no extra guests and no parties.",N/A
1130574,N/A,21781584182,verified,Miller,Manhattan,SoHo,40.72003,-74.00262,United States,US,TRUE,strict,Entire home/apt,2014,0.0,0.0,4,94,2019-06-23,0.99,1,1,9,"Quiet house, respectful of other units in the building.",N/A
1131127,N/A,12938638555,unconfirmed,Dixon,Manhattan,Greenwich Village,40.73194,-73.99474,United States,US,TRUE,moderate,Entire home/apt,2011,0.0,0.0,5,10,2019-05-11,0.1,4,1,256,Guest should bring own towels; sheets are provided.,N/A
1131679,N/A,74291995690,unconfirmed,Cameron,Manhattan,East Harlem,40.79163,-73.94573,United States,US,FALSE,flexible,Entire home/apt,2020,0.0,0.0,28,183,2018-09-29,1.83,2,2,0,- We have school age children and request that our guests do not come and go and after 11pm on weekdays.,N/A
1132231,City Room - Private Luxury Suite,34228394206,verified,Clark,Manhattan,Harlem,40.8118,-73.94434,United States,US,TRUE,moderate,Private room,2011,0.0,0.0,1,189,2019-06-11,1.82,3,5,83,N/A,N/A
1132783,Private Room/bath Luxurious Harlem,6289503909,unconfirmed,Payne,Manhattan,Harlem,40.81583,-73.94707,United States,US,FALSE,flexible,Private room,N/A,0.0,0.0,2,1,2018-10-07,0.11,4,1,173,smoking outside no pets quiet friendly people preferred,N/A
1133336,The gem of the East Village,73371624660,verified,Russell,Manhattan,East Village,40.72654,-73.98049,United States,US,TRUE,flexible,Entire home/apt,N/A,0.0,0.0,2,127,2019-06-20,1.22,4,1,365,Quiet times are 9pm-8am. Please note that there are children in the house getting up for school at 6 am on Thursdays and Fridays. This is not the ideal place for late-sleepers! All overnight guests must be booked through Airbnb. If you plan to have visitors to your room please check with us beforehand. No smoking or drugs in the house. Moderate drinking ok. No candles or any open flames. ,N/A
1133888,"Bright and spacious, garden below!",38278567651,unconfirmed,Cooper,Manhattan,Upper West Side,40.80021,-73.96071,United States,US,FALSE,moderate,Entire home/apt,N/A,0.0,0.0,4,4,2017-08-25,0.04,3,1,201,"All overnight guests must be booked through Airbnb. If you plan to have visitors to your room please check with us beforehand. No candles or other open flames. No smoking, or drugs in the house.  Moderate drinking ok. ",N/A
1134440,ACCOMMODATIONS GALORE #2,81849555528,verified,Richardson,N/A,East Harlem,40.80942,-73.93936,United States,US,FALSE,flexible,Entire home/apt,N/A,0.0,0.0,3,135,2019-06-20,1.3,1,3,109,"I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine. Please confirm in your message that you're ok with this ""house rule.""",N/A
1134993,Colorful Private One Bedroom Apt,39174831196,verified,Allen,Manhattan,Little Italy,40.71961,-73.9954,United States,US,TRUE,flexible,Entire home/apt,N/A,0.0,0.0,2,21,2015-12-12,0.2,5,1,12,"Follow the Golden Rule of treating others (homes) as you'd like (your home) to be treated.  Jamaica Plain is a neighborhood with a lot of families, so please no parties and maintain noise levels after 11 pm and before 7 am.  Pets are okay, smoking is not.",N/A
1135545,Huge Chelsea Loft,27743402115,verified,Thomas,Manhattan,Chelsea,40.74358,-74.00027,United States,US,FALSE,flexible,Entire home/apt,2006,0.0,0.0,2,35,2017-07-27,0.34,1,1,0,- has to be clean!,N/A
1136097,Great room in great location,27437089550,unconfirmed,Tucker,Manhattan,Harlem,40.80335,-73.9575,United States,US,FALSE,moderate,Private room,2010,0.0,0.0,14,10,2019-06-01,2.21,3,2,319,Be respectful of my roommates and my dogs.,N/A
1136650,Exclusive Room with Private Bath in  LES,6670990373,unconfirmed,Warren,Manhattan,Chinatown,40.71445,-73.9908,United States,US,FALSE,strict,Private room,2008,0.0,0.0,4,171,2019-06-23,1.8,5,2,50,"SUMMER SEASON: We have 2 A/C units in apartment, please do not move them, they must remain where they are for electrical reasons and they have to be on a certain angle as well. They are heavy too. Please turn them off when you are not in the condo. It’s an older home; don’t over charge electricity; the circuit breaker will pop if too much charged electricity... (Read utilities on the “house notes”) We ask our guests to be considerate of our neighbors and keep noise levels reasonable. This is a quiet neighborhood.",N/A
1137202,"Quiet, clean midtown apt w. elevato",56864395436,unconfirmed,Taylor,Manhattan,Midtown,40.75749,-73.96897,United States,US,TRUE,moderate,Entire home/apt,2015,0.0,0.0,200,92,2019-04-30,0.9,1,1,118,"No candles. Close and lock windows when you leave the house. Clean up after yourself in the bathroom and the kitchen. Mutual respect and have fun! If you want to have an event or party, let's check in about it first.",N/A
1137754,BK Sweet Suite w/Kitchen&FullBath,95787147567,unconfirmed,Mason,Brooklyn,East Flatbush,40.64446,-73.9503,United States,US,TRUE,strict,Entire home/apt,2011,0.0,0.0,3,238,2019-06-14,2.3,0,1,350,"Relax and enjoy. Kitchen fully equipped. Linens and towels supplied.  No smoking. No candles. And, sorry, but this is a place for one adult or a couple. Not suitable for kids.",N/A
1138306,Great East Village Apartment Rental,68034176973,unconfirmed,Hunt,Manhattan,East Village,40.7268,-73.99079,United States,US,TRUE,moderate,Entire home/apt,2018,0.0,0.0,50,56,2019-05-26,0.58,0,1,85,"As mentioned, this is a quiet neighborhood with a mix of young people starting out and families, and we have neighbors living above us in the house and on either side of the house.  As such, loud, late night parties will not be hosted here. We would hope that this house would serve as your staging place to a great Boston experience, but that the bulk of that experience will occur while you are out exploring the area!",N/A
1138859,BROWNSTONE SUNDRENCHED BEAUTY,49595827306,N/A,Richardson,N/A,Bushwick,40.688,-73.9171,United States,US,TRUE,moderate,Entire home/apt,2022,0.0,0.0,3,111,,2.13,0,1,150,"Please review the terms of this rental agreement. Enclosed is our rental contract and rules. Please read carefully. If you have any questions please don't hesitate to contact me before submitting your payment. By submitting your deposit you agree to these terms, and the fee and dates outlined in the booking email. Please make sure that you have provided us with a cell phone for the primary contact as well as the EXACT number of occupants. Our rates are based on 2 person occupancy. We charge $25 per person, per night for additional persons.  The unit is located at 256 Amory St. #1, Jamaica Plain, MA If you need directions don’t hesitate to call Christine at (PHONE NUMBER HIDDEN). Your confirmation is as follows: Check-in: after 3pm EST (No early check-in please)  Check-out: by 10 am EST (No late check-outs please) Pre-arrival info will be emailed to you before check in. By submitting my deposit, I agree to all terms and conditions of this agreement RENTAL RULES AND REGULATIONS  Arthouse",N/A
1139411,A SpeciaL!! Private Room in NY,59031426800,N/A,Taylor,Staten Island,Tompkinsville,40.63536,-74.08537,United States,US,TRUE,flexible,Private room,2006,0.0,0.0,2,193,,0.0,0,6,138,N/A,N/A
1139963,B NYC Staten Alternative...,13992927619,N/A,Fowler,Staten Island,Tompkinsville,40.63627,-74.08543,United States,US,TRUE,strict,Private room,2017,0.0,0.0,2,147,,0.0,0,6,0,"Rules are detailed in the House Manual, which was emailed to you. There is also a printed copy of the house manual in the condo. Summary: - no guests other than those arranged with host. - no parties. - no smoking. - please be respectful of our neighbors. - please follow the check-out list provided. Failure to follow house rules will result in forfeiture of your security deposit.",N/A
1140516,C Private Room By The Ferry,86997411863,N/A,Murphy,Staten Island,Tompkinsville,40.63518,-74.08546,United States,US,TRUE,flexible,Private room,2022,0.0,0.0,2,177,,0.0,0,6,313,#NAME?,N/A
1141068,Smallest House In The Village,13282897809,N/A,Rogers,Manhattan,East Village,40.72477,-73.98161,United States,US,TRUE,strict,Entire home/apt,2014,0.0,0.0,3,185,2019-05-24,0.0,4,2,248,N/A,N/A
1141620,Beautiful modern studio apartment in heart of NYC,94532787850,N/A,Davis,Manhattan,Chelsea,40.74238,-73.99567,United States,US,FALSE,strict,Entire home/apt,2008,0.0,0.0,9,62,2019-06-21,0.0,2,2,80,N/A,N/A
1142173,Beautiful Landmarked Duplex,87944779917,N/A,Baker,Brooklyn,Greenpoint,40.72945,-73.95511,United States,US,TRUE,moderate,Entire home/apt,2008,0.0,0.0,3,124,2058-06-16,1.22,4,3,230,"No rules per say. I just ask that you respect my friendly ""building mates"" with noise levels. Oh, and no smoking or pets please!",N/A
1142725,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,97374363906,verified,Richardson,Brooklyn,Williamsburg,40.70763,-73.95177,United States,US,FALSE,moderate,Private room,2019,0.0,0.0,2,181,2019-06-23,1.77,1,2,145,"ANDREA’S HOUSE RULES:  ** The PINK ROOM is a room in a no-shoes house. Please [BRING] wear slippers or inside-only shoes.  ** All overnight guests must be booked through Airbnb. If you plan to have visitors during your stay, please check with us beforehand.  ** Please help us avoid any staining and damage to the furniture & linens by keeping food and beverages out of the bed. [**For MAKEUP REMOVAL please use the wipes provided and/or the dark washcloth.]  ** Enjoy our PINK ROOM, our BEVERAGE AREA in the living room, the bathroom, and please ** leave these spaces clean & tidy as you found  them **  ** As it states in the “Amenities” section on my listing, I do not provide breakfast (unless you have made a specific arrangement for meals with me). I do offer a few things to get you started. However, there are always several options for coffee in the freezer and other beverage materials in the beverage section.  ** Please hang coats and LEAVE shoes/boots in the hall  ** Please leave towels",N/A
1143277,D Private Che@p Room 2 Explore NYC,60931330665,verified,Lloyd,Staten Island,Tompkinsville,40.63481,-74.08519,United States,US,FALSE,moderate,Private room,2010,0.0,0.0,2,333,2019-07-02,3.19,5,6,0,No loud noise.  Calm pets ok.  Friendly welcome!,N/A
1143829,Safe cute near subway& Manhattan NY NY retro style,3323425751,unconfirmed,Perry,Queens,Astoria,40.75384,-73.91433,United States,US,TRUE,flexible,Entire home/apt,2005,0.0,0.0,5,441,2019-06-24,4.5,5,1,0,"No smoking, no loud parties. I would consider a pet, for an extra fee.",N/A
1144382,Large and Cozy Private Bedroom,87014850347,unconfirmed,Richardson,Brooklyn,Kensington,40.64106,-73.97426,United States,US,FALSE,flexible,Private room,2013,0.0,0.0,1,45,2019-05-16,0.46,4,2,0,"House quiet hours are from 10 pm to 8 am.  We ask guests to simply be respectful and mindful that there are others living downstairs.  We also ask guests to remember that although you will have your own private space, this is not a hotel or even a room for rent, it is a private home that we will be sharing.  As such, we ask you to treat the apartment and its' contents as any guest would in a private home and to keep it clean and leave it as you find it.  There are no overnight guests in our home other than those on the actual reservtion. If there is a last minute situation, please check with us first.  There are no pets or smoking anywhere on the premises inside or out, or any other open flames.",N/A
1144934,Small tidy bedroom in duplex,40815560652,unconfirmed,Brown,Brooklyn,Park Slope,40.66793,-73.98327,United States,US,FALSE,flexible,Private room,2018,0.0,0.0,14,9,2016-08-29,0.09,5,2,0,"Quiet time (including TV sound turned low) at 9:30 PM, though guests, of course, can come and go before and after that. Just be respectful that this is also a house where we live and work. Also, no smoking and no pets - thanks.",N/A
1145486,LL3,21787820811,verified,Foster,Bronx,Clason Point,40.81309,-73.85514,United States,US,TRUE,moderate,Private room,2005,0.0,0.0,2,0,,0.0,1,7,0,Respect our home and our house is your house. Checkout is 11 am at the end of your stay. You are welcome to leave your bags for the day. Please let us know when you plan to arrive. Depending on circumstances we can be very flexible.,N/A
1146039,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,73292273095,verified,Hamilton,N/A,Eastchester,40.88057,-73.83572,United States,US,TRUE,flexible,Entire home/apt,2016,0.0,0.0,2,38,2019-06-27,0.5,4,13,0,"Please do not let any of the animals outside! Quiet hours are from 10 pm - 6:30 am on weekdays, 11 pm - 8:30 am on weekends. Please be considerate and clean up after yourself in the kitchen and bathroom, as they are shared. We use the shower in the shared bathroom, so we appreciate it if you would refrain from lingering there in the mornings. No smoking allowed anywhere on the premises.",N/A
1146591,"Private, Large & Sunny Top Floor Apt  w/W&D",4292764830,verified,Reed,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,United States,US,FALSE,flexible,Entire home/apt,2007,0.0,0.0,399,248,2019-06-25,2.39,4,2,0,"We hope you will be nice to the dogs, quiet in your comings and goings and respectful of our Eco, vegetarian ways. Please take off your shoes when you come in and clean up after yourself.",N/A
1147143,Cottage in the Village,65603422910,verified,Lloyd,Manhattan,East Village,40.72185,-73.98246,United States,US,TRUE,moderate,Entire home/apt,2019,0.0,0.0,5,143,2019-06-19,1.38,1,2,0,Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking.  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed,N/A
1147696,BEDROOM1 FOR RENT 10min from Manhan,20568220502,unconfirmed,Tucker,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,United States,US,TRUE,strict,Private room,2019,0.0,0.0,3,36,2018-08-19,0.41,5,4,0,Please be mindful after 23:00 in the kitchen or bathroom.,N/A
1148248,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",84001079377,verified,N/A,Manhattan,Inwood,40.86648,-73.9263,United States,US,FALSE,strict,Private room,2003,0.0,0.0,7,0,,0.0,0,2,0,N/A,N/A
1148800,Williamsburg near soho. / loftbed,7621262871,unconfirmed,N/A,Brooklyn,Williamsburg,40.7069,-73.95467,United States,US,TRUE,moderate,Private room,2013,0.0,0.0,17,14,2019-01-07,0.14,0,4,0,N/A,N/A
1149352,Prime East Village 1 Bedroom,28535518402,unconfirmed,N/A,Manhattan,East Village,40.72807,-73.98594,United States,US,TRUE,flexible,Entire home/apt,2012,0.0,0.0,3,0,,0.0,0,1,0,1) We live in a quiet neighborhood so no loud noise after 10:00 pm.  2) No outside guests after 10:00 pm. 3) No overnight guests not listed on the reservation.,N/A
1149905,BROOKLYN  STUDIO APARTMENT,73297206234,unconfirmed,N/A,Brooklyn,Crown Heights,40.6778,-73.94339,United States,US,TRUE,moderate,Private room,2007,0.0,0.0,3,279,2019-06-24,2.69,0,1,0,N/A,N/A
1150457,N/A,87092192250,verified,N/A,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,United States,US,TRUE,strict,Private room,2012,0.0,0.0,4,18,2019-01-02,0.22,0,4,0,No smoking please. Sorry but no pets. No drinking to excess. No drugs. No children or guests under 21. ,N/A
1151009,N/A,17537448427,verified,N/A,Brooklyn,Crown Heights,40.6761,-73.9529,United States,US,TRUE,strict,Private room,2011,0.0,0.0,6,50,2019-05-26,3.55,3,1,0,"All outside doors including door to the backyard are to remain closed and locked at all times.   No smoking in any area including backyard and front porch. Quiet hours are from 10 pm to 8 am. 11:30 on weekend.  No parties or guests allowed in the property other than people who book the room.  No cooking. Cold foods, salads, sandwiches, microwaveable food only.  Clean after yourself.  Lost keys replacement $100 (to replace lock)",N/A
1151562,N/A,35556849395,verified,N/A,Brooklyn,Crown Heights,40.67586,-73.95155,United States,US,TRUE,moderate,Private room,2007,0.0,0.0,2,227,2019-06-27,2.27,2,2,0,"Check-in and check-out times are flexible. In general, afternoon/evening check-ins and morning/early afternoon check-outs are preferred. Guests are expected to be respectful and independent.  Guests are welcome to use the kitchen, and are asked to clean up after themselves.",N/A
1152114,Amazing  Sunny & Breezy Home In the Heart of  NYC,93362038010,verified,Mitchell,Manhattan,Little Italy,40.71702,-73.99811,United States,US,FALSE,strict,Entire home/apt,2008,0.0,0.0,14,1,2019-01-02,0.16,2,1,0,N/A,N/A
1152666,ENJOY Downtown NYC!!,7784280062,verified,Gibson,Manhattan,East Village,40.72321,-73.98157,United States,US,TRUE,moderate,Private room,2010,0.0,0.0,2,203,2019-06-23,1.96,3,2,0,"No smoking inside. Be tidy, we don't have a maid so treat our house like you'd want us to treat yours, simple really. Don't throw a ""rager"". Be respectful.",N/A
1153219,Charming UWS Treehouse Apt,37061887763,verified,Owens,Manhattan,Upper West Side,40.77956,-73.98098,United States,US,FALSE,strict,Entire home/apt,2022,0.0,0.0,2,210,2019-07-06,2.1,2,1,267,N/A,N/A
1153771,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,11267838049,unconfirmed,Miller,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,United States,US,TRUE,strict,Private room,2015,0.0,0.0,5,64,2019-01-05,0.67,5,1,300,THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on the outside front porch deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.,N/A
1154323,"Room in S3rd/Bedford, Williamsburg",82126050175,unconfirmed,Smith,Brooklyn,Williamsburg,40.71368,-73.9626,United States,US,FALSE,flexible,Private room,2016,0.0,0.0,3,0,,0.0,2,1,350,"Shoes are removed at the door to keep the house clean; slippers will be provided.  Guests should be polite, courteous and respectful. Guests seeking to book 5 days or more must have a completed profile, at least three verifications and at least two reviews and/or references.  Exceptions to this policy may be granted individually as warranted.  Please write to inquire. There is no smoking allowed on the property. This is an environmentally friendly home and guests are encouraged to be sensitive to their use of natural resources.  For example, twenty-minute long showers are discouraged.",N/A
1154875,CHARMING EAST VILLAGE 2 (or 1) BR,18425219763,unconfirmed,Chapman,Manhattan,East Village,40.72956,-73.98158,United States,US,FALSE,moderate,Entire home/apt,2012,0.0,0.0,7,5,2019-01-03,0.15,4,1,33,"Thanks for not smoking and leaving your pets at home! Thanks for keeping the house locked. Thanks for not throwing parties. And... all of the usual stuff that is just good common sense like using coasters and place mats and returning the apartment to the way it looked when you arrived. There is no parking in the driveway. At the end of your stay, please strip the beds and put the sheets in the pantry or on the bathroom floor. Towels can be put with the sheets. Trash and recycling pick up is on Tuesdays. If you are staying through a Tuesday, please put your garbage and recycling outside in the appropriate barrels Monday night or by 7:00 am on Tuesdays. THANKS!",N/A
1155428,Farmhouse Apartment in Williamsburg,29306345588,unconfirmed,Owens,Brooklyn,Williamsburg,40.71069,-73.95175,United States,US,TRUE,moderate,Entire home/apt,2006,0.0,0.0,10,49,2019-06-29,0.48,1,1,365,We hope you’ll enjoy our Boston home and that you will care for it as we do. We do not allow pets or smoking in the house.,N/A
1155980,Bright+Spacious Williamsburg Abode!,32635231420,verified,Nelson,Brooklyn,Williamsburg,40.70863,-73.94641,United States,US,TRUE,moderate,Entire home/apt,2022,0.0,0.0,0,132,2019-07-07,1.27,5,1,365,"Please do not rent this house if you plan to party. This is a quiet house in a quiet neighborhood. Other than that, we are pretty laid back.",N/A
1156532,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",60088050246,unconfirmed,Cooper,Manhattan,Harlem,40.82888,-73.94307,United States,US,TRUE,strict,Private room,2006,0.0,0.0,0,20,2019-01-02,0.26,3,1,365,"Non Smoking, No illicit Drug Usage. Keep loud music to a minimum. Soiled shoes please keel outside. Thank you.",N/A
1157085,Beautiful 1 Bedroom Apt Park Slope,57936271725,verified,Payne,Brooklyn,Park Slope,40.67319,-73.97323,United States,US,FALSE,flexible,Entire home/apt,2007,0.0,0.0,0,11,2013-05-02,0.11,5,1,46,- Quiet hours from 10 p.m - 7 a.m. - No loud parties or events - No illegal substance or activity,N/A
1157637,CHARMING CARROLL GARDENS APT.,33238731556,verified,Higgins,Brooklyn,Carroll Gardens,40.67846,-73.99443,United States,US,TRUE,flexible,Entire home/apt,2004,0.0,0.0,0,51,2019-07-01,0.57,4,1,101,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dirty dishes tub, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the stove or oven so the fire alarm does not go off from the steam! Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",N/A
1158189,Private Bedroom Brownstone Brooklyn,16343223827,unconfirmed,Thompson,Brooklyn,Crown Heights,40.6715,-73.94808,United States,US,TRUE,flexible,Private room,2014,0.0,0.0,0,15,2019-06-30,0.15,5,5,210,"Please only smoke across the street, (smoke travels) there's a lovely green space and a bus shelter if raining Please, no bikes on the fence in front of the house. There's plenty of places to park the bikes. I have a wonderful dog, he's submissive with people, unfortunately aggressive with other dogs. I'm unable to welcome other dogs in the space.",N/A
1158742,East Village Loft with Piano & Patio,28086905848,unconfirmed,Clark,Manhattan,East Village,40.72681,-73.98534,United States,US,TRUE,moderate,Entire home/apt,2007,0.0,0.0,0,67,2019-06-25,1.31,2,1,104,"No candles. Close and lock windows when you leave the house. Please clean up after yourself in the bathroom and the kitchen. And have fun! If you want to have an event or party, we are open to that, but we should check in about that before you make plans.",N/A
1159294,Lower East Side Magic Room,62992139309,N/A,Payne,Manhattan,Lower East Side,40.71904,-73.99392,United States,US,TRUE,strict,Private room,N/A,0.0,0.0,0,109,2019-06-23,1.11,4,3,350,You have a private room but sounds should be moderate for me and the neighbors  Quiet at 11pm   No Pets  No Parties  No Smoking,N/A
1159846,**Fantastic Williamsburg Apt**,98480978167,N/A,Baker,N/A,Williamsburg,40.71031,-73.9583,United States,US,FALSE,moderate,Entire home/apt,N/A,0.0,0.0,0,9,2019-02-16,0.11,4,1,323,"Maximum of 2 guests staying in the studio.  No smoking anywhere in or outside the property.  No pets anywhere in or outside the property.  No parties anywhere in or outside the property.  No parking on our property or in the driveways.  No frying food.  No extreme temperature settings.   Any broken house rules, including evidence of cigarette butts, ashes, odors, stained linens, damaged furniture, or missing items will result in loss of deposit. All doors must be locked, and all lights should be turned off each time you leave. We kindly ask that you respect our property and our neighbors in this wonderful community.",N/A
1160398,West Harlem Home Base - Eco-Apt.,82083475949,N/A,Brown,Manhattan,Harlem,40.81322,-73.95306,United States,US,FALSE,strict,Entire home/apt,N/A,0.0,0.0,0,187,2019-06-23,1.87,2,1,34,"1.Check-ins Monday – Friday will preferably only happen between 6pm – 10:30pm because we work full-time. However, exceptions can be made. If you really need to check in at another time we are flexible and can try to coordinate accordingly.   2.We are only renting the bottom floor where the private room and bathroom is. The rest of the house is off limits for short stays. If you are staying for more than 1 week and would like to have access to cooking and other areas of the house please let us know. We are pretty easy going.  3.No smoking, No animals, No house parties.  4.The maximum number of guests allowed in this room is two. (Both have to be registered on the original reservation). Surprise additional guests are not allowed.  5.We are trustworthy, clean and respectful and expect our guests to be the same.  6.This is a calm, quiet neighborhood, so we ask that guests please adjust their volumes accordingly.  7.I ask that guests leave rooms the same way they found them, making sure to ",N/A
1160951,Charming Garden Apt in Park Slope,83307746837,N/A,Jones,Brooklyn,Park Slope,40.67732,-73.98225,United States,US,TRUE,flexible,Entire home/apt,N/A,0.0,0.0,0,214,2019-06-23,2.08,4,2,188,"We live on the 3rd floor of a 3-family house, so please minimize noise for our neighbors, especially at night and when entering or exiting.  Our bedroom and office are not for guest use.",N/A
1161503,"Lovely, Modern, Garden Apartment",72299294739,N/A,Williams,Brooklyn,Gowanus,40.68076,-73.9896,United States,US,FALSE,flexible,Entire home/apt,N/A,0.0,0.0,0,69,2019-07-01,0.79,3,2,96,"Please clean after yourself, wipe spilled water after using the bathroom, do not smoke in the apartment and treat the place as you would treat your home! Please let us know about pets or service animals in advance.",N/A
1162055,Central Park 1BR sunny condo,72771681789,N/A,Payne,Manhattan,East Harlem,40.79603,-73.94903,United States,US,TRUE,strict,Entire home/apt,N/A,0.0,0.0,0,22,2019-06-15,0.26,2,1,352,No smoking  Not pets  No parties or events No candles,N/A
1162608,Cozy Garden Apartment  in Williamsburg,39776214246,N/A,Ellis,Brooklyn,Williamsburg,40.71492,-73.96282,United States,US,FALSE,flexible,Entire home/apt,N/A,0.0,0.0,0,56,2019-05-06,0.56,3,1,78,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dirty dishes tub, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the stove or oven so the fire alarm does not go off from the steam! Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",N/A
1163160,SoHa comfort-by NW Central Park!,689339660,N/A,Cameron,Manhattan,Morningside Heights,40.80393,-73.95838,United States,US,FALSE,moderate,Private room,2022,0.0,0.0,3,93,2019-06-22,0.93,5,1,365,"We do not allow any pets on the property to protect our guests and family from allergies.  Please do not park in our driveway. You may find on-street parking available on Spring Park Ave or Rockview St. There is no smoking on the property. Please feel free to take a walk around our lovely neighborhood if you need a smoke. Otherwise we have no real ""rules"" except common courtesy please. We always want our guests to feel as much at home as possible, so feel free to do so. Should you need something or have a question, just ask! We are always happy to help. Most of all, enjoy your visit here in our studio!",N/A
1163712,Cozy room in Upper West Side,47501921105,N/A,Nelson,Manhattan,Upper West Side,40.80082,-73.9652,United States,US,TRUE,moderate,Private room,2020,0.0,0.0,1,104,2019-06-25,1.05,2,2,206,"No smoking in the house and no late noises, please!   ",N/A
1164265,Cozy Private Room in Apartment,11745797323,N/A,Tucker,N/A,Harlem,40.82976,-73.94867,United States,US,FALSE,flexible,Private room,2019,0.0,0.0,30,64,2018-07-06,0.68,1,1,52,#NAME?,N/A
1164817,The Cozy Brownstone Inn (discount)!,14516682915,N/A,Cole,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,United States,US,TRUE,flexible,Entire home/apt,2004,0.0,0.0,3,127,2019-06-24,1.25,1,2,295,No smoking or open flames permitted on the property. No drugs.  No pets. Notify host of extra people ($10 charge per night per extra person).,N/A
1165369,Prewar Penthouse w Private Terrace,5813584967,verified,Harris,Manhattan,Upper West Side,40.78971,-73.9729,United States,US,FALSE,strict,Entire home/apt,2010,0.0,0.0,11,30,2019-06-13,0.32,4,1,76,Please treat our house as we'd treat yours: with care and respect.,N/A
